主旨,開始日期,星期,開始時間,結束日期,結束時間,全天,提醒開啟關閉,提醒日期,提醒時間,會議召集人,出席者,列席者,會議資源,地點,私人,津貼,帳目資訊,敏感度,描述,優先順序,類別,顯示時間為,說明
[選修]整合醫學暨中醫學現代進展,6/5/2024,三,16:30,6/5/2024,17:20,FALSE,FALSE,6/14/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[國考(選)]:國考_01, 基礎醫學總論,-",6/6/2024,四,8:00,6/6/2024,8:50,FALSE,FALSE,6/15/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/6/2024,四,9:00,6/6/2024,9:50,FALSE,FALSE,6/15/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/6/2024,四,10:10,6/6/2024,11:00,FALSE,FALSE,6/15/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/6/2024,四,11:10,6/6/2024,12:00,FALSE,FALSE,6/15/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/6/2024,四,13:20,6/6/2024,14:10,FALSE,FALSE,6/15/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/6/2024,四,14:20,6/6/2024,15:10,FALSE,FALSE,6/15/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/6/2024,四,15:30,6/6/2024,16:20,FALSE,FALSE,6/15/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/6/2024,四,16:30,6/6/2024,17:20,FALSE,FALSE,6/15/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/7/2024,五,8:00,6/7/2024,8:50,FALSE,FALSE,6/16/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/7/2024,五,9:00,6/7/2024,9:50,FALSE,FALSE,6/16/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/7/2024,五,10:10,6/7/2024,11:00,FALSE,FALSE,6/16/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/7/2024,五,11:10,6/7/2024,12:00,FALSE,FALSE,6/16/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/7/2024,五,13:20,6/7/2024,14:10,FALSE,FALSE,6/16/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/7/2024,五,14:20,6/7/2024,15:10,FALSE,FALSE,6/16/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/7/2024,五,15:30,6/7/2024,16:20,FALSE,FALSE,6/16/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/7/2024,五,16:30,6/7/2024,17:20,FALSE,FALSE,6/16/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/11/2024,二,8:00,6/11/2024,8:50,FALSE,FALSE,6/20/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/11/2024,二,9:00,6/11/2024,9:50,FALSE,FALSE,6/20/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/11/2024,二,10:10,6/11/2024,11:00,FALSE,FALSE,6/20/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/11/2024,二,11:10,6/11/2024,12:00,FALSE,FALSE,6/20/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/11/2024,二,13:20,6/11/2024,14:10,FALSE,FALSE,6/20/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/11/2024,二,14:20,6/11/2024,15:10,FALSE,FALSE,6/20/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/11/2024,二,15:30,6/11/2024,16:20,FALSE,FALSE,6/20/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/11/2024,二,16:30,6/11/2024,17:20,FALSE,FALSE,6/20/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/12/2024,三,8:00,6/12/2024,8:50,FALSE,FALSE,6/21/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/12/2024,三,9:00,6/12/2024,9:50,FALSE,FALSE,6/21/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/12/2024,三,10:10,6/12/2024,11:00,FALSE,FALSE,6/21/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/12/2024,三,11:10,6/12/2024,12:00,FALSE,FALSE,6/21/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[中西醫整合醫學]:中西醫整合-02, 選修課,-",6/12/2024,三,13:20,6/12/2024,14:10,FALSE,FALSE,6/21/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[中西醫整合醫學]:中西醫整合-02, 選修課,-",6/12/2024,三,14:20,6/12/2024,15:10,FALSE,FALSE,6/21/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[中西醫整合醫學]:中西醫整合-33, 選修課,-",6/12/2024,三,15:30,6/12/2024,16:20,FALSE,FALSE,6/21/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[中西醫整合醫學]:中西醫整合-34, 選修課,-",6/12/2024,三,16:30,6/12/2024,17:20,FALSE,FALSE,6/21/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/13/2024,四,8:00,6/13/2024,8:50,FALSE,FALSE,6/22/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/13/2024,四,9:00,6/13/2024,9:50,FALSE,FALSE,6/22/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/13/2024,四,10:10,6/13/2024,11:00,FALSE,FALSE,6/22/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/13/2024,四,11:10,6/13/2024,12:00,FALSE,FALSE,6/22/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/13/2024,四,13:20,6/13/2024,14:10,FALSE,FALSE,6/22/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/13/2024,四,14:20,6/13/2024,15:10,FALSE,FALSE,6/22/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/13/2024,四,15:30,6/13/2024,16:20,FALSE,FALSE,6/22/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/13/2024,四,16:30,6/13/2024,17:20,FALSE,FALSE,6/22/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/14/2024,五,8:00,6/14/2024,8:50,FALSE,FALSE,6/23/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/14/2024,五,9:00,6/14/2024,9:50,FALSE,FALSE,6/23/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/14/2024,五,10:10,6/14/2024,11:00,FALSE,FALSE,6/23/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/14/2024,五,11:10,6/14/2024,12:00,FALSE,FALSE,6/23/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/14/2024,五,13:20,6/14/2024,14:10,FALSE,FALSE,6/23/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/14/2024,五,14:20,6/14/2024,15:10,FALSE,FALSE,6/23/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/14/2024,五,15:30,6/14/2024,16:20,FALSE,FALSE,6/23/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/14/2024,五,16:30,6/14/2024,17:20,FALSE,FALSE,6/23/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/17/2024,一,8:00,6/17/2024,8:50,FALSE,FALSE,6/26/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/17/2024,一,9:00,6/17/2024,9:50,FALSE,FALSE,6/26/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/17/2024,一,10:10,6/17/2024,11:00,FALSE,FALSE,6/26/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/17/2024,一,11:10,6/17/2024,12:00,FALSE,FALSE,6/26/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/17/2024,一,13:20,6/17/2024,14:10,FALSE,FALSE,6/26/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/17/2024,一,14:20,6/17/2024,15:10,FALSE,FALSE,6/26/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/17/2024,一,15:30,6/17/2024,16:20,FALSE,FALSE,6/26/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/17/2024,一,16:30,6/17/2024,17:20,FALSE,FALSE,6/26/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/18/2024,二,8:00,6/18/2024,8:50,FALSE,FALSE,6/27/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/18/2024,二,9:00,6/18/2024,9:50,FALSE,FALSE,6/27/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/18/2024,二,10:10,6/18/2024,11:00,FALSE,FALSE,6/27/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/18/2024,二,11:10,6/18/2024,12:00,FALSE,FALSE,6/27/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/18/2024,二,13:20,6/18/2024,14:10,FALSE,FALSE,6/27/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/18/2024,二,14:20,6/18/2024,15:10,FALSE,FALSE,6/27/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/18/2024,二,15:30,6/18/2024,16:20,FALSE,FALSE,6/27/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/18/2024,二,16:30,6/18/2024,17:20,FALSE,FALSE,6/27/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/19/2024,三,8:00,6/19/2024,8:50,FALSE,FALSE,6/28/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/19/2024,三,9:00,6/19/2024,9:50,FALSE,FALSE,6/28/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/19/2024,三,10:10,6/19/2024,11:00,FALSE,FALSE,6/28/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/19/2024,三,11:10,6/19/2024,12:00,FALSE,FALSE,6/28/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/19/2024,三,13:20,6/19/2024,14:10,FALSE,FALSE,6/28/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/19/2024,三,14:20,6/19/2024,15:10,FALSE,FALSE,6/28/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[中西醫整合醫學]:中西醫整合-33, 選修課,-",6/19/2024,三,15:30,6/19/2024,16:20,FALSE,FALSE,6/28/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[中西醫整合醫學]:中西醫整合-33, 選修課,-",6/19/2024,三,16:30,6/19/2024,17:20,FALSE,FALSE,6/28/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/20/2024,四,8:00,6/20/2024,8:50,FALSE,FALSE,6/29/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/20/2024,四,9:00,6/20/2024,9:50,FALSE,FALSE,6/29/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/20/2024,四,10:10,6/20/2024,11:00,FALSE,FALSE,6/29/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/20/2024,四,11:10,6/20/2024,12:00,FALSE,FALSE,6/29/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/20/2024,四,13:20,6/20/2024,14:10,FALSE,FALSE,6/29/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/20/2024,四,14:20,6/20/2024,15:10,FALSE,FALSE,6/29/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/20/2024,四,15:30,6/20/2024,16:20,FALSE,FALSE,6/29/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/20/2024,四,16:30,6/20/2024,17:20,FALSE,FALSE,6/29/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/21/2024,五,8:00,6/21/2024,8:50,FALSE,FALSE,6/30/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/21/2024,五,9:00,6/21/2024,9:50,FALSE,FALSE,6/30/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/21/2024,五,10:10,6/21/2024,11:00,FALSE,FALSE,6/30/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/21/2024,五,11:10,6/21/2024,12:00,FALSE,FALSE,6/30/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/21/2024,五,13:20,6/21/2024,14:10,FALSE,FALSE,6/30/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/21/2024,五,14:20,6/21/2024,15:10,FALSE,FALSE,6/30/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/21/2024,五,15:30,6/21/2024,16:20,FALSE,FALSE,6/30/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/21/2024,五,16:30,6/21/2024,17:20,FALSE,FALSE,6/30/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/24/2024,一,8:00,6/24/2024,8:50,FALSE,FALSE,7/3/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/24/2024,一,9:00,6/24/2024,9:50,FALSE,FALSE,7/3/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/24/2024,一,10:10,6/24/2024,11:00,FALSE,FALSE,7/3/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/24/2024,一,11:10,6/24/2024,12:00,FALSE,FALSE,7/3/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/24/2024,一,13:20,6/24/2024,14:10,FALSE,FALSE,7/3/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/24/2024,一,14:20,6/24/2024,15:10,FALSE,FALSE,7/3/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/24/2024,一,15:30,6/24/2024,16:20,FALSE,FALSE,7/3/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/24/2024,一,16:30,6/24/2024,17:20,FALSE,FALSE,7/3/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/25/2024,二,8:00,6/25/2024,8:50,FALSE,FALSE,7/4/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/25/2024,二,9:00,6/25/2024,9:50,FALSE,FALSE,7/4/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/25/2024,二,10:10,6/25/2024,11:00,FALSE,FALSE,7/4/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/25/2024,二,11:10,6/25/2024,12:00,FALSE,FALSE,7/4/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/25/2024,二,13:20,6/25/2024,14:10,FALSE,FALSE,7/4/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/25/2024,二,14:20,6/25/2024,15:10,FALSE,FALSE,7/4/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/25/2024,二,15:30,6/25/2024,16:20,FALSE,FALSE,7/4/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/25/2024,二,16:30,6/25/2024,17:20,FALSE,FALSE,7/4/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_09, 基礎醫學總論,-",6/26/2024,三,8:00,6/26/2024,8:50,FALSE,FALSE,7/5/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_10, 基礎醫學總論,-",6/26/2024,三,9:00,6/26/2024,9:50,FALSE,FALSE,7/5/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_11, 基礎醫學總論,-",6/26/2024,三,10:10,6/26/2024,11:00,FALSE,FALSE,7/5/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_12, 基礎醫學總論,-",6/26/2024,三,11:10,6/26/2024,12:00,FALSE,FALSE,7/5/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_09, 基礎醫學總論,-",6/26/2024,三,13:20,6/26/2024,14:10,FALSE,FALSE,7/5/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_10, 基礎醫學總論,-",6/26/2024,三,14:20,6/26/2024,15:10,FALSE,FALSE,7/5/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_11, 基礎醫學總論,-",6/26/2024,三,15:30,6/26/2024,16:20,FALSE,FALSE,7/5/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_12, 基礎醫學總論,-",6/26/2024,三,16:30,6/26/2024,17:20,FALSE,FALSE,7/5/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_13, 基礎醫學總論,-",6/27/2024,四,8:00,6/27/2024,8:50,FALSE,FALSE,7/6/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_14, 基礎醫學總論,-",6/27/2024,四,9:00,6/27/2024,9:50,FALSE,FALSE,7/6/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_15, 基礎醫學總論,-",6/27/2024,四,10:10,6/27/2024,11:00,FALSE,FALSE,7/6/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_16, 基礎醫學總論,-",6/27/2024,四,11:10,6/27/2024,12:00,FALSE,FALSE,7/6/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_13, 基礎醫學總論,-",6/27/2024,四,13:20,6/27/2024,14:10,FALSE,FALSE,7/6/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_14, 基礎醫學總論,-",6/27/2024,四,14:20,6/27/2024,15:10,FALSE,FALSE,7/6/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_15, 基礎醫學總論,-",6/27/2024,四,15:30,6/27/2024,16:20,FALSE,FALSE,7/6/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_16, 基礎醫學總論,-",6/27/2024,四,16:30,6/27/2024,17:20,FALSE,FALSE,7/6/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_17, 基礎醫學總論,-",6/28/2024,五,8:00,6/21/2024,8:50,FALSE,FALSE,6/30/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_18, 基礎醫學總論,-",6/28/2024,五,9:00,6/21/2024,9:50,FALSE,FALSE,6/30/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_19, 基礎醫學總論,-",6/28/2024,五,10:10,6/21/2024,11:00,FALSE,FALSE,6/30/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_20, 基礎醫學總論,-",6/28/2024,五,11:10,6/21/2024,12:00,FALSE,FALSE,6/30/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_17, 基礎醫學總論,-",6/28/2024,五,13:20,6/21/2024,14:10,FALSE,FALSE,6/30/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_18, 基礎醫學總論,-",6/28/2024,五,14:20,6/21/2024,15:10,FALSE,FALSE,6/30/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_19, 基礎醫學總論,-",6/28/2024,五,15:30,6/21/2024,16:20,FALSE,FALSE,6/30/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
